id;adresse_norm
1003480;3  LES MONTAUX 88700 RAMBERVILLERS
1003485;29 RUE PETITES BOUCHERIES 88700 RAMBERVILLERS
1003481;1 RUE MAURICE ALEXANDRE 88700 RAMBERVILLERS
1003488;34 RUE VIEUX CHEMIN DE BRU 88700 RAMBERVILLERS
1003484;20 RUE MAURICE ALEXANDRE 88700 RAMBERVILLERS
1003491;21 GR GRANDE RUE 88700 ROMONT
1003486;12 RUE SAINT PIERRE 88700 RAMBERVILLERS
1003492;24 GR GRANDE RUE 88700 ROMONT
1003495;16 RUE DE LA MORTAGNE 88700 ROVILLE-AUX-CHENES
1003487;3 RLE TRIBOULOT 88700 RAMBERVILLERS
1003493;5039  LE POIRIER 88700 ROMONT
1003490;14 RUE DE L ETANG 88700 ROMONT
1003497;7  A LA GRANDE CARRE 88700 SAINT BENOIT LA CHIPOTTE
1003496;5000 RUE DE LORRAINE 88700 ROVILLE-AUX-CHENES
1003499;1 RTE DE LA HAYE 88700 SAINT BENOIT LA CHIPOTTE
1003498;19 RUE DE LA CHIPOTTE 88700 SAINT BENOIT LA CHIPOTTE
1003501;25 RUE DE LORRAINE 88700 SAINT BENOIT LA CHIPOTTE
1003502;8 RUE PRINCIPALE 88700 SAINT-GENEST
1003500;6 RTE DE LA HAYE 88700 SAINT BENOIT LA CHIPOTTE
1003506;9 RTE DE BACCARAT 88700 SAINTE BARBE
1003507;14 RTE DE RAON 88700 SAINTE BARBE
1003508;9 RTE DE RAON 88700 SAINTE BARBE
1003505;4 RTE DE BACCARAT 88700 SAINTE BARBE
1003504;29 RUE DE LA FORET 88700 SAINT-GORGON
1003503;1 RUE DE LA FORET 88700 SAINT-GORGON
1003509;19 RUE DU GUE 88700 SAINTE BARBE
1003510;5120  LA CORNE 88700 SAINTE BARBE
1003511;1  LE BOUT DU DESSUS 88700 SAINTE BARBE
1003529;110 RUE DE VALLEROY 88800 HAREVILLE-SOUS-MONTFORT
1003554;220 RUE GRANDE RUE 88800 REMONCOURT
1003515;10 RTE DE RAMBERVILLERS 88700 SAINTE-HELENE
1003566;24 AV BOULOUMIE 88800 VITTEL
1003608;38 AV DU CASINO 88800 VITTEL
1003526;150 RUE GRANDE RUE 88800 DOMJULIEN
1003575;227 AV DE COURBEROYE 88800 VITTEL
1003577;100 RUE DE COURTE TENNERRE 88800 VITTEL
1003574;85 AV DE CHATILLON 88800 VITTEL
1003597;396 RUE DE VERDUN 88800 VITTEL
1003561;190 RUE D EPINAL 88800 VALLEROY-LE-SEC
1003610;76 RUE DU FOUR 88800 VITTEL
1003512;1  CROIX JEAN VOIRIN 88700 SAINTE-HELENE
1003583;51 RUE DE L AUTOUR 88800 VITTEL
1003581;79 RUE DE L ABBE MARCHAL 88800 VITTEL
1003558;80 RUE NUMA AUBRY 88800 SAINT-REMIMONT
1003520;390 RUE MAL DE LATTRE DE TASSIGNY 88700 XAFFEVILLERS
1003601;138 RUE DES PAQUERETTES 88800 VITTEL
1003584;184 RUE DE L EPINE 88800 VITTEL
1003553;71 RUE DU QUARTIER 88800 REMONCOURT
1003596;302 RUE DE VERDUN 88800 VITTEL
1003514;8 RUE DE L EGLISE 88700 SAINTE-HELENE
1003564;16 RUE BEL AIR 88800 VITTEL
1003585;300 RUE DE LA FOSSE BELLIER 88800 VITTEL
1003549;150 RUE DE L AVRIMONT 88800 REMONCOURT
1003518;206 RUE GENERAL DE GAULLE 88700 XAFFEVILLERS
1003519;461 RUE GENERAL DE GAULLE 88700 XAFFEVILLERS
1003513;9 RTE DE BRUYERES 88700 SAINTE-HELENE
1003517;127 RUE DU BOIS MENU 88700 XAFFEVILLERS
1003528;221 RUE DE MIRECOURT 88800 HAREVILLE-SOUS-MONTFORT
1003582;18 SQ DE L ALPHA 88800 VITTEL
1003589;172 RUE DE LIGNEVILLE 88800 VITTEL
1003541;170 RUE GRANDE RUE 88800 MONTHUREUX-LE-SEC
1003599;165 RUE DES AZELIERS 88800 VITTEL
1003598;78 RUE DES AUBEPINES 88800 VITTEL
1003605;21 PL DES VIEILLES HALLES 88800 VITTEL
1003592;112 ALL DE PREYS 88800 VITTEL
1003543;9 RUE DES JARDINS DROUOT 88800 NORROY-SUR-VAIR
1003538;167 RUE DU PONT 88800 MANDRES-SUR-VAIR
1003524;91 RUE DU PAQUIS 88800 DOMJULIEN
1003604;85 AV DES TILLEULS 88800 VITTEL
1003570;369 RUE CLAUDE BASSOT 88800 VITTEL
1003532;335 VC D ISCHES 88800 LIGNEVILLE
1003607;20 AV DU CASINO 88800 VITTEL
1003525;261  GRANDE RUE 88800 DOMJULIEN
1003602;289 RUE DES PAQUERETTES 88800 VITTEL
1003562;176 RUE D HAREVILLE 88800 VALLEROY-LE-SEC
1003613;117 RUE DU GRAND BAN 88800 VITTEL
1003573;398 RUE DE CHARMEY 88800 VITTEL
1003563;45 RUE D HAREVILLE 88800 VALLEROY-LE-SEC
1003546;22 RUE ST GEORGES 88800 NORROY-SUR-VAIR
1003537;61 RUE DERRIERE LE FOUR 88800 LIGNEVILLE
1003542;50 RUE GRANDE RUE 88800 MONTHUREUX-LE-SEC
1003540;210 RTE DE THUILLIERES 88800 MONTHUREUX-LE-SEC
1003560;580 RUE DE LA PETITE THEY 88800 THEY-SOUS-MONTFORT
1003559;62 RUE DE LA GDE THEY 88800 THEY-SOUS-MONTFORT
1003578;141 RUE DE L ABBE MARCHAL 88800 VITTEL
1003527;281 RUE DE LA SARDANE 88800 HAREVILLE-SOUS-MONTFORT
1003556;71 RUE DE LA LOUVIERE 88800 SAINT-REMIMONT
1003530;380 RUE DE VALLEROY 88800 HAREVILLE-SOUS-MONTFORT
1003606;45 RUE DIVISION LECLERC 88800 VITTEL
1003612;22 PL DU GAL DE GAULLE 88800 VITTEL
1003579;284 RUE DE L ABBE MARCHAL 88800 VITTEL
1003590;23 RUE DE NOFFRIEZ 88800 VITTEL
1003545;20 RUE ST GEORGES 88800 NORROY-SUR-VAIR
1003586;154 AV DE LA ROSERAIE 88800 VITTEL
1003550;90 RUE DE L AVRIMONT 88800 REMONCOURT
1003551;18 AV DIV LECLERC 88800 REMONCOURT
1003600;51 RUE DES FOUGERES 88800 VITTEL
1003539;151 RTE DE THUILLIERES 88800 MONTHUREUX-LE-SEC
1003619;2 RUE EMILE MAIRERICHARD 88800 VITTEL
1003534;320 RUE DE VITTEL 88800 LIGNEVILLE
1003568;687 RUE CALOUCHE 88800 VITTEL
1003565;129 AV BOULOUMIE 88800 VITTEL
1003591;32 RUE DE PLAISANCE 88800 VITTEL
1003531;140 RUE DU GOULOT 88800 HAREVILLE-SOUS-MONTFORT
1003535;500 RUE DE VITTEL 88800 LIGNEVILLE
1003576;340 AV DE COURBEROYE 88800 VITTEL
1003547;144 RUE DU PETIT GRAS 88800 PAREY SOUS MONTFORT
1003557;71 RUE DU POINT CENTRAL 88800 SAINT-REMIMONT
1003516;59 RUE DES ROSIERS 88700 XAFFEVILLERS
1003521;211 RUE DE LA COTE 88800 BELMONT-SUR-VAIR
1003544;22 RUE GRANDE RUE 88800 NORROY-SUR-VAIR
1003603;59 AV DES TILLEULS 88800 VITTEL
1003522;40 RUE DE LAVONCHAMP 88800 DOMJULIEN
1003523;110 RUE DU PAQUIS 88800 DOMJULIEN
1003572;470 RUE CLAUDE BASSOT 88800 VITTEL
1003616;170 RUE DU PETIT BAN 88800 VITTEL
1003552;301 RUE DU 13 SEPTEMBRE 88800 REMONCOURT
1003595;273 RUE DE VERDUN 88800 VITTEL
1003580;67 RUE DE L ABBE MARCHAL 88800 VITTEL
1003587;9 AV DE LA ROSERAIE 88800 VITTEL
1003588;309 RUE DE LA SAMARITAINE 88800 VITTEL
1003548;95 RUE RANCOURT 88800 PAREY SOUS MONTFORT
1003567;398 RUE CALOUCHE 88800 VITTEL
1003593;202 ALL DE PREYS 88800 VITTEL
1003536;91 RUE DE VITTEL 88800 LIGNEVILLE
1003555;391 RUE GRANDE RUE 88800 REMONCOURT
1003533;70 RUE DE L EGLISE 88800 LIGNEVILLE
1003571;467 RUE CLAUDE BASSOT 88800 VITTEL
1003569;25 RUE CASTEL FLEURI 88800 VITTEL
1003617;284 RUE DU PETIT BAN 88800 VITTEL
1003609;11 RUE DU CRAS 88800 VITTEL
1003594;223 RUE DE VERDUN 88800 VITTEL
1003611;2 PL DU GAL DE GAULLE 88800 VITTEL
1003615;20 RUE DU MARECHAL JOFFRE 88800 VITTEL
1003621;182 RUE FRANCOIS RICHARD 88800 VITTEL
1003626;12 RUE JACQUES DUCROT 88800 VITTEL
1003614;169 RUE DU MARECHAL FOCH 88800 VITTEL
1003618;85 RUE DU PETIT BAN 88800 VITTEL
1003625;35 ALL HENRI DUNANT 88800 VITTEL
1003620;37 ALL ENTRE DEUX EAUX 88800 VITTEL
1003622;154 RUE GALLIENI 88800 VITTEL
1003623;9001 AV GEREMOY 88800 VITTEL
1003631;  LE PARC 88800 VITTEL
1003624;87 RUE GRATTE PAILLE 88800 VITTEL
1003627;138 RUE JEAN BOUIN 88800 VITTEL
1003632;9001  LE PARC 88800 VITTEL
1003635;9010  LE PARC 88800 VITTEL
1003637;9017  LE PARC 88800 VITTEL
1003628;166 RUE JEAN BOUIN 88800 VITTEL
1003629;85 RUE JEAN MERMOZ 88800 VITTEL
1003630;18 RUE JEANNE D ARC 88800 VITTEL
1003645;  PREYS 88800 VITTEL
1003634;9009  LE PARC 88800 VITTEL
1003633;9008  LE PARC 88800 VITTEL
1003638;9019  LE PARC 88800 VITTEL
1003636;9013  LE PARC 88800 VITTEL
1003642;1 ALL MICHEL DORMOIS 88800 VITTEL
1003641;495 RUE LOUIS PERGAUD 88800 VITTEL
1003643;30 ALL PHARAMONT 88800 VITTEL
1003644;94 RUE PIERRE FERRY 88800 VITTEL
1003639;9020  LE PARC 88800 VITTEL
1003640;95 RUE LOTISSEMENT VIEILLE RINGUE 88800 VITTEL
1003646;144 RUE ROBERT SCHUMAN 88800 VITTEL
1003651;10 RUE SAINT EXUPERY 88800 VITTEL
1003647;22 RUE ROLAND DORGELES 88800 VITTEL
1003653;  SAINT MARTIN 88800 VITTEL
1003655;22 RUE ALEXANDRE MARIE 89000 AUXERRE
1003649;235 RUE SAINT ELOI 88800 VITTEL
1003654;1 RUE ADOLPHE GUILLON 89000 AUXERRE
1003659;5 RUE AMBROISE CHALLE 89000 AUXERRE
1003656;11 RUE AMBROISE CHALLE 89000 AUXERRE
1003652;2 RUE SAINT EXUPERY 88800 VITTEL
1003648;159 RUE SAINT ELOI 88800 VITTEL
1003650;370 RUE SAINT ELOI 88800 VITTEL
1003658;2 RUE AMBROISE CHALLE 89000 AUXERRE
1003660;9 RUE AMBROISE CHALLE 89000 AUXERRE
1003666;14 RUE BASSE PERRIERE 89000 AUXERRE
1003657;13 RUE AMBROISE CHALLE 89000 AUXERRE
1003661;20 RUE ANATOLE FRANCE 89000 AUXERRE
1003672;12 RUE BESAN 89000 AUXERRE
1003662;11 RUE ARISTIDE BRIAND 89000 AUXERRE
1003669;11 RUE BELLE PIERRE 89000 AUXERRE
1003665;17 RUE BASSE MOQUETTE 89000 AUXERRE
1003663;2 RUE AUGUSTE MICHELON 89000 AUXERRE
1003664;4 RUE AUGUSTE MICHELON 89000 AUXERRE
1003679;46 RUE BOURNEIL 89000 AUXERRE
1003667;9 RUE BASSE PERRIERE 89000 AUXERRE
1003675;1 AV BOURBOTTE 89000 AUXERRE
1003670;8 RUE BELLE PIERRE 89000 AUXERRE
1003668;8 RUE BAUDIN 89000 AUXERRE
1003673;3 RUE BEUNON 89000 AUXERRE
1003671;3 RUE BERAULT 89000 AUXERRE
1003674;7 RUE BOBILLOT 89000 AUXERRE
1003677;17 RUE BOURNEIL 89000 AUXERRE
1003685;6 RUE CAMPAN 89000 AUXERRE
1003676;12 ALL BOURDELLE 89000 AUXERRE
1003678;19 RUE BOURNEIL 89000 AUXERRE
1003686;8 RUE CARPEAUX 89000 AUXERRE
1003680;51 RUE BOURNEIL 89000 AUXERRE
1003681;70 RUE BOURNEIL 89000 AUXERRE
1003683;9002 RUE BRONISLAW GEREMEK 89000 AUXERRE
1003690;13 RUE COL ROZANOFF 89000 AUXERRE
1003691;7 RUE COL ROZANOFF 89000 AUXERRE
1003698;3 RUE D ARDILLIERE 89000 AUXERRE
1003682;87 RUE BOURNEIL 89000 AUXERRE
1003692;3 RUE COMTESSE MATHILDE 89000 AUXERRE
1003684;1 RUE CAMPAN 89000 AUXERRE
1003694;4 ALL COUSIN 89000 AUXERRE
1003688;17 RUE COL A. BELTRAME MIGRAINES 89000 AUXERRE
1003687;4 RUE CLAUDE DEBUSSY 89000 AUXERRE
1003697;10 RUE D ARDILLIERE 89000 AUXERRE
1003695;4 RUE D ALSACE 89000 AUXERRE
1003696;9 RUE D ALSACE 89000 AUXERRE
1003693;9015  COTE DE POIRY 89000 AUXERRE
1003689;3 RUE COL A. BELTRAME MIGRAINES 89000 AUXERRE
1003702;1 RUE D ECKMUHL 89000 AUXERRE
1003703;3 RUE D ECKMUHL 89000 AUXERRE
1003708;19 BD DAVOUT 89000 AUXERRE
1003704;12 RUE D EGLENY 89000 AUXERRE
1003701;25 RUE D AUTRIC 89000 AUXERRE
1003699;6 RUE D ARDILLIERE 89000 AUXERRE
1003707;47 RUE DARNUS 89000 AUXERRE
1003700;8 RUE D ARDILLIERE 89000 AUXERRE
1003705;17 RUE D EGLENY 89000 AUXERRE
1003709;2 BD DAVOUT 89000 AUXERRE
1003713;6 ALL DE BESCHEREAU 89000 AUXERRE
1003714;51 CHE DE BOUFFAUT 89000 AUXERRE
1003710;6 ALL DE BARBIENNE 89000 AUXERRE
1003720;41 RUE DE BOURGOGNE 89000 AUXERRE
1003706;25 RUE D EGLENY 89000 AUXERRE
1003712;3 ALL DE BESCHEREAU 89000 AUXERRE
1003723;75 RUE DE BOURGOGNE 89000 AUXERRE
1003729;8 RUE DE CHAMPAGNE 89000 AUXERRE
1003715;75 CHE DE BOUFFAUT 89000 AUXERRE
1003728;16 RUE DE CHABLIS 89000 AUXERRE
1003722;69 RUE DE BOURGOGNE 89000 AUXERRE
1003721;6 RUE DE BOURGOGNE 89000 AUXERRE
1003718;25 RUE DE BOURGOGNE 89000 AUXERRE
1003732;46 AV DE CHAMPLEROY 89000 AUXERRE
1003730;19 AV DE CHAMPLEROY 89000 AUXERRE
1003726;14 RUE DE BRETAGNE 89000 AUXERRE
1003727;15 RTE DE CHABLIS 89000 AUXERRE
1003725;33 RUE DE BRAZZA 89000 AUXERRE
1003717;11 RUE DE BOURGOGNE 89000 AUXERRE
1003716;95 CHE DE BOUFFAUT 89000 AUXERRE
1003724;28 RUE DE BRAZZA 89000 AUXERRE
1003735;27 RUE DE CHAMPLYS 89000 AUXERRE
1003711;8 RUE DE BELFORT 89000 AUXERRE
1003737;18 ALL DE CORSE 89000 AUXERRE
1003719;29 RUE DE BOURGOGNE 89000 AUXERRE
1003731;41 AV DE CHAMPLEROY 89000 AUXERRE
1003738;10 RUE DE DOUAUMONT 89000 AUXERRE
1003734;2 RUE DE CHAMPLYS 89000 AUXERRE
1003736;33 RUE DE CHAMPLYS 89000 AUXERRE
1003733;62 AV DE CHAMPLEROY 89000 AUXERRE
1003740;4 RUE DE FLEURUS 89000 AUXERRE
1003749;3 ALL DE L ESPLANADE 89000 AUXERRE
1003755;6 RUE DE L YONNE 89000 AUXERRE
1003750;11 RUE DE L HORLOGE 89000 AUXERRE
1003743;9001 AV DE GRATTERY 89000 AUXERRE
1003739;18 RUE DE FLEURUS 89000 AUXERRE
1003741;6 RUE DE FLEURUS 89000 AUXERRE
1003756;24 QUAI DE L YONNE - VAUX 89000 AUXERRE
1003757;11 ALL DE LA COLEMINE 89000 AUXERRE
1003745;22 RUE DE JONCHES 89000 AUXERRE
1003746;23 RUE DE JONCHES 89000 AUXERRE
1003744;1 RUE DE JOIE 89000 AUXERRE
1003751;13 RUE DE L HORLOGE 89000 AUXERRE
1003752;29 PL DE L HOTEL DE VILLE 89000 AUXERRE
1003742;29 AV DE GRATTERY 89000 AUXERRE
1003754;1 RUE DE L ORME 89000 AUXERRE
1003764;56 RUE DE LA NOUE 89000 AUXERRE
1003748;11 PL DE L EGLISE - VAUX 89000 AUXERRE
1003747;6 RUE DE L ALOUETTE 89000 AUXERRE
1003762;106 RUE DE LA NOUE 89000 AUXERRE
1003766;9 RUE DE LA NOUE 89000 AUXERRE
1003765;76 RUE DE LA NOUE 89000 AUXERRE
1003763;51 RUE DE LA NOUE 89000 AUXERRE
1003753;5 RUE DE L ILE AUX PLAISIRS 89000 AUXERRE
1003768;19 RUE DE LA PLAINE DES ISLES 89000 AUXERRE
1003759;5001 RUE DE LA LIBERTE 89000 AUXERRE
1003760;4 RUE DE LA MONTAGNE - VAUX 89000 AUXERRE
1003758;1 RUE DE LA LIBERTE 89000 AUXERRE
1003761;103 RUE DE LA NOUE 89000 AUXERRE
1003767;95 RUE DE LA NOUE 89000 AUXERRE
1003774;32 QUAI DE LA REPUBLIQUE 89000 AUXERRE
1003773;29 QUAI DE LA REPUBLIQUE 89000 AUXERRE
1003781;12 RUE DE LABORDE 89000 AUXERRE
1003772;7 AV DE LA PUISAYE 89000 AUXERRE
1003770;33 AV DE LA PUISAYE 89000 AUXERRE
1003769;14 AV DE LA PUISAYE 89000 AUXERRE
1003783;232 BD DE MONTOIS 89000 AUXERRE
1003776;29 AV DE LA TOURNELLE 89000 AUXERRE
1003785;425 BD DE MONTOIS 89000 AUXERRE
1003786;511 BD DE MONTOIS 89000 AUXERRE
1003787;614 BD DE MONTOIS 89000 AUXERRE
1003779;11 AV DE LA TURGOTINE 89000 AUXERRE
1003771;34 AV DE LA PUISAYE 89000 AUXERRE
1003790;136 RUE DE PARIS 89000 AUXERRE
1003791;141 RUE DE PARIS 89000 AUXERRE
1003792;148 RUE DE PARIS 89000 AUXERRE
1003788;123 RUE DE PARIS 89000 AUXERRE
1003778;15 RUE DE LA TUILERIE 89000 AUXERRE
1003784;424 BD DE MONTOIS 89000 AUXERRE
1003775;1 RUE DE LA TOUR COULON 89000 AUXERRE
1003777;41 AV DE LA TOURNELLE 89000 AUXERRE
1003782;1 RUE DE MILAN 89000 AUXERRE
1003793;37 RUE DE PARIS 89000 AUXERRE
1003780;9 AV DE LA TURGOTINE 89000 AUXERRE
1003789;125 RUE DE PARIS 89000 AUXERRE
1003797;83 RUE DE PARIS 89000 AUXERRE
1003800;21 RUE DE PREUILLY 89000 AUXERRE
1003794;42 RUE DE PARIS 89000 AUXERRE
1003798;88 RUE DE PARIS 89000 AUXERRE
1003799;15 RUE DE POIRY - VAUX 89000 AUXERRE
1003807;22 AV DE SAINT GEORGES 89000 AUXERRE
1003808;53 AV DE SAINT GEORGES 89000 AUXERRE
1003809;54 AV DE SAINT GEORGES 89000 AUXERRE
1003796;61 RUE DE PARIS 89000 AUXERRE
1003806;20 AV DE SAINT GEORGES 89000 AUXERRE
1003811;3 RUE DE SAVOIE 89000 AUXERRE
1003801;3 RUE DE PREUILLY 89000 AUXERRE
1003814;20 RUE DE SOUGERES 89000 AUXERRE
1003820;26 RTE DE VAUX 89000 AUXERRE
1003812;26 RUE DE SOMMEVILLE 89000 AUXERRE
1003819;15 RTE DE VAUX 89000 AUXERRE
1003813;30 RUE DE SOMMEVILLE 89000 AUXERRE
1003824;12 AV DENFERT ROCHEREAU 89000 AUXERRE
1003810;64 AV DE SAINT GEORGES 89000 AUXERRE
1003795;54 RUE DE PARIS 89000 AUXERRE
1003817;5 RUE DE VALMY 89000 AUXERRE
1003802;5 RUE DE PREUILLY 89000 AUXERRE
1003803;7 ALL DE RONCELIN 89000 AUXERRE
1003822;6 RUE DE VENOY 89000 AUXERRE
1003805;19 AV DE SAINT GEORGES 89000 AUXERRE
1003815;10 RUE DE SPARRE 89000 AUXERRE
1003821;3 RTE DE VAUX 89000 AUXERRE
1003829;12 RUE DES BOUCHERIES 89000 AUXERRE
1003827;12 ALL DES ACACIAS 89000 AUXERRE
1003833;13 RUE DES BUTTES 89000 AUXERRE
1003816;11 RUE DE VALMY 89000 AUXERRE
1003804;120 AV DE SAINT GEORGES 89000 AUXERRE
1003832;17 AV DES BRICHERES 89000 AUXERRE
1003823;5004 AV DE WORMS 89000 AUXERRE
1003834;22 RUE DES BUTTES 89000 AUXERRE
1003825;54 AV DENFERT ROCHEREAU 89000 AUXERRE
1003830;18 RUE DES BOUSSICATS 89000 AUXERRE
1003828;8 RUE DES BONS ENFANTS 89000 AUXERRE
1003826;59 AV DENFERT ROCHEREAU 89000 AUXERRE
1003818;13 RTE DE VAUX 89000 AUXERRE
1003837;9 RUE DES CARRIERES 89000 AUXERRE
1003836;15 RUE DES CARRIERES 89000 AUXERRE
1003835;4 RUE DES BUTTES 89000 AUXERRE
1003838;5 RUE DES CONSULS 89000 AUXERRE
1003839;7 RUE DES CONSULS 89000 AUXERRE
1003844;11 RUE DES COUDRIERS - VAUX 89000 AUXERRE
1003846;10 RUE DES ECOLES 89000 AUXERRE
1003831;32 RUE DES BOUSSICATS 89000 AUXERRE
1003851;20 RUE DES IMAGES 89000 AUXERRE
1003847;20 RUE DES ECOLES 89000 AUXERRE
1003855;17 RUE DES MOREAUX 89000 AUXERRE
1003854;17 RUE DES MONTARDOINS 89000 AUXERRE
1003840;12 PL DES CORDELIERS 89000 AUXERRE
1003841;24 PL DES CORDELIERS 89000 AUXERRE
1003853;1 RUE DES MONTARDOINS 89000 AUXERRE
1003852;8 RUE DES LISERONS 89000 AUXERRE
1003843;9 PL DES CORDELIERS 89000 AUXERRE
1003845;1 RUE DES CROISETTES 89000 AUXERRE
1003842;6 PL DES CORDELIERS 89000 AUXERRE
1003858;10 ALL DES PALMES 89000 AUXERRE
1003857;22 RUE DES ORGUES 89000 AUXERRE
1003863;8 RUE DES VAUNENINS - VAUX 89000 AUXERRE
1003849;9 RUE DES FOURNEAUX 89000 AUXERRE
1003860;3 RUE DES REMPARTS 89000 AUXERRE
1003856;29 RUE DES MOREAUX 89000 AUXERRE
1003848;4 RUE DES FONTENOTTES 89000 AUXERRE
1003859;9003 IMP DES QUATRE SAISONS - VAUX 89000 AUXERRE
1003862;1 RUE DES VAUBOULONS 89000 AUXERRE
1003868;7 PL DES VEENS 89000 AUXERRE
1003872;4 AV DOCTEUR CALMETTE 89000 AUXERRE
1003864;6 RUE DES VAUVIERS 89000 AUXERRE
1003850;10 RUE DES HOSPITALIERS 89000 AUXERRE
1003867;6 PL DES VEENS 89000 AUXERRE
1003869;9 PL DES VEENS 89000 AUXERRE
1003865;14 PL DES VEENS 89000 AUXERRE
1003873;17 BD DU 11 NOVEMBRE 89000 AUXERRE
1003874;19 BD DU 11 NOVEMBRE 89000 AUXERRE
1003866;16 PL DES VEENS 89000 AUXERRE
1003861;4 RUE DES SENONS 89000 AUXERRE
1003884;40 RUE DU 24 AOUT 89000 AUXERRE
1003881;33 RUE DU 24 AOUT 89000 AUXERRE
1003870;4 RUE DES VENDANGES 89000 AUXERRE
1003875;21 BD DU 11 NOVEMBRE 89000 AUXERRE
1003880;3 RUE DU 24 AOUT 89000 AUXERRE
1003879;24 RUE DU 24 AOUT 89000 AUXERRE
1003885;54 RUE DU 24 AOUT 89000 AUXERRE
1003882;35 RUE DU 24 AOUT 89000 AUXERRE
1003883;38 RUE DU 24 AOUT 89000 AUXERRE
1003871;2 RUE DES VERGERS - VAUX 89000 AUXERRE
1003877;16 RUE DU 24 AOUT 89000 AUXERRE
1003890;7 RUE DU DAUPHINE 89000 AUXERRE
1003888;10 RUE DU CIMETIERE 89000 AUXERRE
1003893;4 RUE DU GABON 89000 AUXERRE
1003891;2 RUE DU DOCTEUR ROUX 89000 AUXERRE
1003886;6 RUE DU BERRY 89000 AUXERRE
1003892;22 RUE DU DOCTEUR SCHWEITZER 89000 AUXERRE
1003889;22 RUE DU CLOS 89000 AUXERRE
1003876;24 BD DU 11 NOVEMBRE 89000 AUXERRE
1003878;23 RUE DU 24 AOUT 89000 AUXERRE
1003908;13 RUE DU PONT 89000 AUXERRE
1003897;6 RUE DU LAVOIR - VAUX 89000 AUXERRE
1003887;25 ALL DU BOURBONNAIS 89000 AUXERRE
1003900;11 RUE DU MOULIN DU PRESIDENT 89000 AUXERRE
1003899;20 RUE DU MOULIN 89000 AUXERRE
1003896;4 RUE DU LANGUEDOC 89000 AUXERRE
1003895;7 RUE DU GRAND CAIRE 89000 AUXERRE
1003903;10 RUE DU NIVERNAIS 89000 AUXERRE
1003894;17 IMP DU GRAND CAIRE 89000 AUXERRE
1003902;11 RUE DU NIL 89000 AUXERRE
1003898;2 RUE DU LYCEE JACQUES AMYOT 89000 AUXERRE
1003905;3 ALL DU PANIER VERT 89000 AUXERRE
1003912;54 RUE DU PONT 89000 AUXERRE
1003910;36 RUE DU PONT 89000 AUXERRE
1003907;13 RUE DU PAVE ST SIMEON 89000 AUXERRE
1003906;7 ALL DU PANIER VERT 89000 AUXERRE
1003911;45 RUE DU PONT 89000 AUXERRE
1003914;81 RUE DU PONT 89000 AUXERRE
1003901;29 RUE DU MOULIN DU PRESIDENT 89000 AUXERRE
1003904;2 PL DU PALAIS DE JUSTICE 89000 AUXERRE
1003915;13 RUE DU PORT GERBAULT 89000 AUXERRE
1003916;8 RUE DU PUITS DES DAMES 89000 AUXERRE
1003917;2 RUE DU PUITS GUERIN 89000 AUXERRE
1003913;71 RUE DU PONT 89000 AUXERRE
1003909;35 RUE DU PONT 89000 AUXERRE
1003920;18 RUE DU TEMPLE 89000 AUXERRE
1003919;4 RUE DU STAND 89000 AUXERRE
1003922;64 RUE DU TEMPLE 89000 AUXERRE
1003928;15 RUE FAIDHERBE 89000 AUXERRE
1003923;13 RUE DUNAND 89000 AUXERRE
1003926;11 RUE FAIDHERBE 89000 AUXERRE
1003918;22 ALL DU ROUSSILLON 89000 AUXERRE
1003934;6 RUE FERDINAND DE LESSEPS 89000 AUXERRE
1003935;18 AV FOCH 89000 AUXERRE
1003939;16 RUE FRANCAISE 89000 AUXERRE
1003925;14 RUE EMILE LORIN 89000 AUXERRE
1003940;18 RUE FRANCAISE 89000 AUXERRE
1003929;7 RUE FAIDHERBE 89000 AUXERRE
1003932;20 RUE FERDINAND DE LESSEPS 89000 AUXERRE
1003941;2 RUE FRANCAISE 89000 AUXERRE
1003921;62 RUE DU TEMPLE 89000 AUXERRE
1003942;12 RUE FRANCOIS GUILLIET 89000 AUXERRE
1003927;13 RUE FAIDHERBE 89000 AUXERRE
1003944;15 RES GALLIENI RUE RENOIR 89000 AUXERRE
1003945;16 RES GALLIENI RUE RENOIR 89000 AUXERRE
1003946;2 ALL GAY LUSSAC 89000 AUXERRE
1003931;28 RUE FECAUDERIE 89000 AUXERRE
1003948;23 RUE GEORGES MOTHERE 89000 AUXERRE
1003936;1 RUE FOURIER 89000 AUXERRE
1003943;12 RES GALLIENI RUE RENOIR 89000 AUXERRE
1003924;7 RUE EDISON 89000 AUXERRE
1003947;10 AV GENERAL ROLLET 89000 AUXERRE
1003930;21 RUE FECAUDERIE 89000 AUXERRE
1003937;2 RUE FOURIER 89000 AUXERRE
1003949;13 RUE GERMAIN BENARD 89000 AUXERRE
1003933;27 RUE FERDINAND DE LESSEPS 89000 AUXERRE
1003938;5 RUE FOURIER 89000 AUXERRE
1003950;8 RUE GERMAIN BENARD 89000 AUXERRE
1003953;7 RUE GERMAIN DE CHARMOY 89000 AUXERRE
1003952;3 RUE GERMAIN DE CHARMOY 89000 AUXERRE
1003951;25 RUE GERMAIN DE CHARMOY 89000 AUXERRE
1003959;3 RUE GUSTAVE COTTEAU 89000 AUXERRE
1003957;7 RUE GUETTE SOLEIL 89000 AUXERRE
1003956;1 ALL GRAFFIGNOT 89000 AUXERRE
